income,age,employment_years,debt_to_income_ratio,credit_history_months,previous_defaults,loan_amount,num_credit_accounts,monthly_expenses,savings_balance,monthly_income,disposable_income,loan_to_income_ratio,credit_experience,savings_to_income_ratio,age_employment_ratio,creditworthy
52218.451794197324,77,12,0.11823839247214052,249,0,42691.18919632582,9,1120.4150642363115,14213.641150886975,4351.537649516444,3231.122585280132,0.8175498837954784,20.75,0.2721957595929039,0.15584415584415584,1
26980.128451553945,33,31,0.9539452124937761,52,0,15312.163004418073,5,4731.448120564881,3896.9446188753386,2248.3440376294952,-2483.1040829353856,0.5675348444657295,4.333333333333333,0.14443758582813163,0.9393939393939394,0
57513.96036691344,55,37,0.8655712200947645,254,0,6854.009405693341,8,3643.049233520179,15970.872943067261,4792.8300305761195,1149.7807970559406,0.11917123011470286,21.166666666666668,0.2776868927331766,0.6727272727272727,0
37987.2262016239,77,37,0.5772160730089502,84,1,35013.14966958722,1,3833.3219591314114,4138.890656710741,3165.602183468658,-667.7197756627534,0.921708510217323,7.0,0.10895480061489221,0.4805194805194805,0
44166.12500413446,19,27,0.6740378674249567,115,1,56102.98369061267,1,1656.4499098274218,2958.5815297177805,3680.510417011205,2024.060507183783,1.2702718131907833,9.583333333333334,0.06698757315568941,1.4210526315789473,0
37965.867755412066,19,29,0.01666047124421599,18,0,12870.322647061927,7,4135.638276540743,2516.0239971766973,3163.8223129510056,-971.8159635897377,0.3389971942687192,1.5,0.0662706832722936,1.5263157894736843,0
87045.56369017877,43,2,0.3389447753484487,95,0,43360.38697214255,6,500.0,2230.237406478434,7253.796974181564,6839.668045926623,0.4981343693341473,7.916666666666667,0.025621494214415303,0.046511627906976744,1
49730.05550524132,30,27,0.795660230661442,285,0,11002.375501531928,5,1727.7046928932061,13360.731178647678,4144.171292103443,2416.4665992102373,0.22124197107265098,23.75,0.2686651169580842,0.9,0
28845.781420881995,73,2,0.07748297379238589,226,1,23312.983283394802,5,4899.876423799067,21848.843812321156,2403.815118406833,-2496.0613053922343,0.8081938548739783,18.833333333333332,0.7574363645598581,0.0273972602739726,0
66450.89824206378,64,33,0.2823138342107202,78,0,23963.0059044828,9,4062.891656965525,2622.0729322899656,5537.574853505314,1474.6831965397896,0.36061221952473305,6.5,0.039458803442181,0.515625,1
25583.127000579556,48,15,0.5852968283343113,239,0,13270.273898770507,1,3437.262132744143,890.9386873967388,2131.927250048296,-1305.3348826958468,0.5187119580209989,19.916666666666668,0.034825245849600624,0.3125,0
54177.27190009511,77,21,0.2564130276989418,265,1,38130.929673222076,8,4415.570815838886,3765.380242253104,4514.77265834126,99.20184250237344,0.7038178250011724,22.083333333333332,0.06950110461812481,0.2727272727272727,0
15000.0,51,31,0.9339779741445192,118,1,1904.1863421384223,2,4519.78901092072,10724.979718262117,900.5497935337074,-3619.2392173870126,0.17620590923189458,9.833333333333334,0.9924474096520056,0.6078431372549019,0
23436.27902203139,56,37,0.13105863080429037,51,0,27925.714152386183,7,4136.872767221375,4596.891543660639,1953.0232518359492,-2183.8495153854265,1.1915592115170874,4.25,0.19614425734304106,0.6607142857142857,0
53937.22471738247,20,7,0.7973943579077786,279,0,41112.46867289392,6,2673.858081335697,7966.794556046201,4494.768726448539,1820.9106451128423,0.7622281066241903,23.25,0.1477049402854931,0.35,0
64769.33159990821,25,7,0.5079486919064082,48,0,36882.45203866306,2,1682.9301893014638,13637.698168000234,5397.444299992351,3714.5141106908877,0.5694431473601208,4.0,0.21055795746423236,0.28,0
53427.36562379941,40,5,0.750330775819956,213,0,32368.225911784866,3,2004.8806136081434,5250.573006265043,4452.28046864995,2447.399855041807,0.6058360829485916,17.75,0.09827497472430415,0.125,0
47687.03435223519,31,13,0.31071532831144744,108,0,48779.49089802007,4,5115.8815815422295,80946.460528111,3973.9195293529324,-1141.962052189297,1.0229088799633788,9.0,1.6974521822893955,0.41935483870967744,0
43977.926088214226,73,31,0.5144896023120388,129,0,21705.73949378972,7,1086.752074410068,3537.495987015118,3664.827174017852,2578.075099607784,0.49355987024605746,10.75,0.08043799018442441,0.4246575342465753,0
20429.560192651454,79,34,0.8568353497231763,15,0,2129.1077707491386,8,3736.235106218932,38280.657483466675,1702.463349387621,-2033.7717568313108,0.10421701449622896,1.25,1.8737876450828486,0.43037974683544306,0
35603.115832105825,72,9,0.4668780991231044,192,0,27028.1032835793,2,3738.538687463986,2269.378220052398,2966.926319342152,-771.6123681218342,0.7591499410061792,16.0,0.0637410003875543,0.125,0
40787.22458080425,44,2,0.3597198619102696,36,0,23113.56534167964,8,5202.085699744435,1175.812671853365,3398.9353817336873,-1803.150318010748,0.5666863970086754,3.0,0.028827964734985653,0.045454545454545456,0
71142.44452437831,71,11,0.5361553862527361,161,0,1000.0,9,3734.3387117806797,13896.223932579913,5928.537043698193,2194.1983319175133,-0.09470167367230767,13.416666666666666,0.19532958173538875,0.15492957746478872,0
56872.36579136923,46,30,0.7173627530363669,65,0,8123.48109237419,7,2365.164400849764,12117.014490115327,4739.363815947436,2374.1994150976716,0.142837052395084,5.416666666666667,0.21305627647995903,0.6521739130434783,0
15000.0,56,28,0.44356334549850274,254,0,6210.6094552456925,1,2388.7866189331485,16669.04682741712,1228.2664077287766,-1160.520211204372,0.42136688317818555,21.166666666666668,1.130933181008097,0.5,0
56481.6793878959,70,4,0.938876975142273,275,0,12782.006117307263,6,2991.329073796589,4209.703277539949,4706.806615657992,1715.4775418614026,0.2263035776525877,22.916666666666668,0.07453219031660192,0.05714285714285714,0
42298.35439167367,56,24,0.29494582404234204,222,1,19732.38603851961,8,4699.003879995065,26708.650272875795,3524.8628659728056,-1174.1410140222597,0.46650481614017314,18.5,0.6314347368117311,0.42857142857142855,0
36461.55999388083,18,30,0.4754636061691204,7,0,20306.89058193412,5,4209.779788123949,1272.4425913097984,3038.4633328234027,-1171.3164553005467,0.556939708156813,0.5833333333333334,0.03489819392048356,1.6666666666666667,0
62233.52577681736,34,20,0.7569276593414415,29,0,13317.929070949163,2,1371.4330486646097,307.4491977196497,5186.1271480681135,3814.694099403504,0.21399926976193,2.4166666666666665,0.004940250353518903,0.5882352941176471,0
70619.99044991902,58,19,0.6891210904957582,211,0,6190.921881494924,5,3417.99423795728,3574.8081872857065,5884.999204159918,2467.004966202638,0.08766528913488437,17.583333333333332,0.05062034368046004,0.3275862068965517,0
68625.60238232397,47,38,0.8636410524171562,204,0,30661.775631386143,8,4237.895150963535,15961.489205246029,5718.8001985269975,1480.9050475634622,0.44679790875371256,17.0,0.2325879650035285,0.8085106382978723,0
33215.64953554723,70,21,0.9968091806811089,119,1,26748.577918340212,2,2644.2369216162474,11177.410033517765,2767.970794628936,123.73387301268849,0.8053004620522026,9.916666666666666,0.33651035550443636,0.3,0
43815.75248297571,30,3,0.42685832879508956,285,0,27200.07247985562,1,500.0,5730.712453371432,3651.3127069146426,3891.2743470870264,0.6207829590607626,23.75,0.13079114538996126,0.1,0
56625.26862807128,38,12,0.11115087978331184,160,0,51685.16829001345,4,2705.290324584158,2960.551815550598,4718.772385672607,2013.482061088449,0.9127580237984277,13.333333333333334,0.0522832277405381,0.3157894736842105,1
69510.90254244718,36,19,0.030415880807967977,170,0,27443.110803096788,4,772.2754496053863,611.0207171847748,5792.575211870598,5020.299762265211,0.39480297045975654,14.166666666666666,0.008790286053495737,0.5277777777777778,1
40416.5152430942,70,12,0.7268769061397716,227,0,19500.13341579251,9,534.817584005053,4117.431414552824,3368.042936924517,2833.225352919464,0.4824793354524649,18.916666666666668,0.101874973381243,0.17142857142857143,0
46286.82046672366,36,16,0.8740136713087157,96,0,23412.91011368243,3,4597.748848544917,6162.227470471079,3857.235038893638,-740.5138096512787,0.5058223891294142,8.0,0.13313136241235676,0.4444444444444444,0
27873.300519879434,74,35,0.22071258594441867,172,0,26482.288317693765,4,6781.545939042951,11616.282513142036,2322.7750433232864,-4458.770895719665,0.9500951743696952,14.333333333333334,0.41675303234567507,0.47297297297297297,0
26075.867518386585,42,32,0.15844803718990597,212,0,34236.90022317046,3,5046.428180620691,10383.79145671197,2172.9889598655486,-2873.4392207551423,1.3129726249387246,17.666666666666668,0.39821461162855515,0.7619047619047619,0
66250.51644788396,39,0,0.06220509152569098,287,2,24329.19359736039,2,500.0,29439.92234677302,5520.876370656996,6436.765874891018,0.3672302481822761,23.916666666666668,0.4443727222855986,0.0,0
77124.80057141646,48,14,0.8227029217172064,70,0,1000.0,4,2740.4809641772404,1058.005225053773,6427.066714284705,3686.5857501074647,-0.05372867711858366,5.833333333333333,0.013718093495413001,0.2916666666666667,0
48559.797568393325,34,12,0.31138193989258434,9,0,18448.7781512616,8,2115.4673896660775,4099.854939936843,4046.6497973661103,1931.1824077000329,0.3799187615079674,0.75,0.08442899569674818,0.35294117647058826,0
70070.65795784048,72,16,0.4016968927597765,162,0,25022.3976304518,1,793.6165044252834,6569.658546235388,5839.221496486706,5045.604992061422,0.35710236438063797,13.5,0.0937576260549482,0.2222222222222222,0
57232.72050095268,40,23,0.5027501916096123,254,0,44563.02348477472,8,3697.288114633777,11107.733166901664,4769.39337507939,1072.1052604456136,0.7786284330837101,21.166666666666668,0.1940801183252641,0.575,0
37097.60490789751,49,7,0.8394532342095508,262,0,13211.565310804206,8,2722.809382511128,6840.916884534078,3091.467075658126,368.65769314699764,0.35612987263206486,21.833333333333332,0.18440319534153407,0.14285714285714285,0
57227.912110168276,79,26,0.6508332215614849,240,1,1000.0,3,1253.8656156320894,24390.72071310499,4768.992675847357,3515.127060215267,0.00823177140874344,20.0,0.4262032252050523,0.3291139240506329,0
80760.73132931939,27,22,0.6150646298578113,79,0,25965.658098410873,6,500.0,9382.100791217099,6730.060944109949,6814.578809794244,0.32151340968583203,6.583333333333333,0.11617156799830786,0.8148148148148148,0
49283.47921780097,27,7,0.1756720999559107,192,0,37993.553822630696,4,2086.62580574257,404.73523671623707,4106.956601483414,2020.3307957408438,0.7709186612966967,16.0,0.00821239172111957,0.25925925925925924,1
81292.87311628013,53,7,0.5131898917098298,67,0,19098.655878964062,1,3011.860567160923,1206.5010697965015,6774.406093023344,3762.5455258624206,0.23493641135854093,5.583333333333333,0.01484141258078971,0.1320754716981132,0
15000.0,25,25,0.7153810171786552,169,0,60745.742305561675,1,2822.374819563786,14003.752794974385,-199.575173482907,-3021.9499930466927,-25.36460374197644,14.083333333333334,-5.847317475493248,1.0,0
66438.05008750448,71,12,0.9732608830304917,61,1,57212.47098984459,5,4594.1735028123185,12580.337720193933,5536.504173958707,942.3306711463883,0.8611401285030336,5.083333333333333,0.18935440916198734,0.16901408450704225,0
51740.94136476342,69,38,0.20140630921335223,116,0,23912.90928176624,8,3506.976049699819,1666.4153556726324,4311.745113730285,804.7690640304659,0.4621661038825125,9.666666666666666,0.032206900603619346,0.5507246376811594,1
44019.85299068265,37,36,0.009543353067226645,223,0,27800.697352498297,1,2483.056935730843,607.1507828976846,3668.3210825568876,1185.2641468260445,0.6315490730598909,18.583333333333332,0.013792658122374821,0.972972972972973,1
51835.21553071005,49,27,0.07530143359846975,245,1,45530.97211312965,2,1774.1586164067344,8644.524926656964,4319.601294225838,2545.442677819103,0.8783791414189178,20.416666666666668,0.16676934470418994,0.5510204081632653,1
15000.0,67,24,0.37585246518197923,26,1,23652.47909304805,7,500.0,10098.8417418942,854.051808998512,510.4416459066491,2.3078692693502685,2.1666666666666665,0.985385355186709,0.3582089552238806,0
45606.56224324976,31,15,0.8205446477459871,146,0,12938.672241197237,8,1363.0862097601953,1453.7223381014467,3800.5468536041467,2437.4606438439514,0.2837019850824712,12.166666666666666,0.03187528869963472,0.4838709677419355,0
57142.25143023493,67,1,0.0071420817682450455,270,0,38333.97859352893,3,5037.4812166294605,6417.306037495339,4761.854285852911,-275.62693077654967,0.6708517363956328,22.5,0.11230404607578753,0.014925373134328358,0
79557.88089483032,45,17,0.4567305928858403,144,0,31966.19263652944,8,4297.009456387454,3650.4059450349764,6629.823407902527,2332.8139515150733,0.4017979397765307,12.0,0.04588364979027716,0.37777777777777777,0
39634.59563452705,63,16,0.32923061534139453,75,1,12889.827819762817,1,3433.152350617187,26780.88261251276,3302.8829695439213,-130.26938107326578,0.32521658448645924,6.25,0.675694609312048,0.25396825396825395,0
33830.12794213625,69,29,0.052481710099727574,123,0,29187.462553746383,9,2258.8960634285822,2474.359920766833,2819.177328511354,560.2812650827718,0.8627653612090744,10.25,0.0731407201592329,0.42028985507246375,1
39964.85912830927,70,38,0.4502362866726173,203,0,22599.092220875824,2,4861.529682874145,13214.83599180583,3330.404927359106,-1531.124755515039,0.5654740868301389,16.916666666666668,0.3306613930347886,0.5428571428571428,0
68308.04235404148,41,12,0.25474870733671884,210,1,19223.5646298645,2,1483.3254305493729,7300.890320482517,5692.33686283679,4209.011432287417,0.2814246165953419,17.5,0.10688185561872653,0.2926829268292683,1
56575.02219319369,32,31,0.35188483434700646,219,1,13212.405574992372,4,1500.4806401949468,115.878930728993,4714.585182766141,3214.104542571194,0.23353778863531585,18.25,0.002048234825843938,0.96875,1
39404.79592465922,39,28,0.705615304784293,61,0,26821.04667433823,3,2859.783767513685,7277.356920266568,3283.732993721602,423.94922620791704,0.6806543732803302,5.083333333333333,0.1846820101335039,0.717948717948718,0
60265.34866226712,47,29,0.5215509839109671,292,0,21012.139496657688,4,500.0,1047.7418749234198,5022.11238852226,5296.820854785098,0.34866038217768824,24.333333333333332,0.017385477694571508,0.6170212765957447,0
51941.55098696081,21,17,0.12464742899281334,298,0,29270.598651380933,6,1440.784857566876,10760.552107837402,4328.462582246734,2887.6777246798583,0.5635295460994013,24.833333333333332,0.2071665536236815,0.8095238095238095,1
69372.89981065778,30,12,0.961414540423639,180,0,37297.564330974645,7,2645.6569595965475,8336.134908215465,5781.074984221482,3135.4180246249343,0.5376388248548406,15.0,0.12016414091046518,0.4,0
35958.93812245295,76,20,0.6359107657097384,133,0,28473.49554146346,5,2308.1490070786435,104.8197175596147,2996.578176871079,688.4291697924355,0.7918336032199033,11.083333333333334,0.0029149836739523942,0.2631578947368421,0
43446.75706804464,40,29,0.7658684256625315,297,0,28730.26899064489,2,1517.6174982348434,2290.268610694754,3620.5630890037196,2102.945590768876,0.6612753385862298,24.75,0.05271437421918104,0.725,0
42157.83693735685,25,20,0.07921315000837081,293,0,16882.34397748785,3,6053.095399804816,14971.144324983059,3513.153078113071,-2539.9423216917453,0.40045564962390395,24.416666666666668,0.3551212636271869,0.8,0
20729.701037357627,35,16,0.047058379460018895,231,0,42615.340217723024,3,5044.890360380073,3226.498672620359,1727.4750864464688,-3317.415273933604,2.0557624126331886,19.25,0.1556461748679244,0.45714285714285713,0
55922.40554129152,29,39,0.01944805036808117,69,0,12272.060185318496,5,5571.902375301289,6917.150089336022,4660.200461774293,-911.7019135269957,0.21944800239784312,5.75,0.12369192673996461,1.3448275862068966,0
55221.105443597786,72,18,0.18879402777344445,53,0,1000.0,5,2851.4335603104564,3739.6442711068144,4601.758786966482,1750.3252266560257,0.014851567463018855,4.416666666666667,0.06772128592982342,0.25,1
50102.269132849215,48,14,0.41440839771849514,207,0,8935.247790938694,4,2267.121017488355,25449.988324439597,4175.1890944041015,1908.0680769157466,0.1783401819036647,17.25,0.5079607922938062,0.2916666666666667,0
45308.25733249706,31,8,0.9358261334028228,65,1,40513.958671493085,8,5402.495186503777,7691.150734433221,3775.6881110414215,-1626.807075462356,0.894184880565572,5.416666666666667,0.1697516344094036,0.25806451612903225,0
21692.585158991715,51,9,0.4570596592657763,262,0,31883.46730297411,6,3127.8095429334553,11912.985130812778,1807.7154299159763,-1320.094113017479,1.4697864302152208,21.833333333333332,0.5491731411216689,0.17647058823529413,0
41587.09354469282,35,30,0.2902551053725294,70,0,44679.139343980845,6,1409.2654660980706,871.6713969867395,3465.5911287244016,2056.325662626331,1.0743510915463488,5.833333333333333,0.020960142262646263,0.8571428571428571,1
43145.70966946461,73,22,0.5619352535196633,244,0,5154.227122500466,1,1513.453718809944,411.7204279328717,3595.4758057887175,2082.0220869787736,0.11946094204931464,20.333333333333332,0.00954255779049701,0.3013698630136986,0
33954.45461556762,51,29,0.11193457813478924,294,0,59803.27330401219,6,2513.35843717072,3000.626566702819,2829.5378846306353,316.1794474599151,1.7612791600131683,24.5,0.0883721031798601,0.5686274509803921,0
46774.285766679815,28,32,0.6095058910049832,43,0,20744.737221394702,3,2966.969237438086,3698.0981889731133,3897.857147223318,930.8879097852318,0.4435073006752879,3.5833333333333335,0.07906263299069967,1.1428571428571428,0
58081.01713629077,58,8,0.5684319543305033,30,0,1000.0,6,3122.19154230357,11637.287085326741,4840.084761357564,1717.8932190539945,-0.02419296520451069,2.5,0.20036300428449993,0.13793103448275862,0
87723.7180242106,29,0,0.7919930334057097,64,0,57936.74750463478,6,2724.622969545239,8419.500252447982,7310.309835350883,4585.686865805645,0.6604456446846564,5.333333333333333,0.09597746700754647,0.0,0
53491.55625663678,66,34,0.9866876116170241,163,2,5348.46607690995,2,6509.406228984629,4693.312264551453,4457.629688053065,-2051.7765409315634,0.09998710920373265,13.583333333333334,0.0877393105191092,0.5151515151515151,0
55151.00781445529,32,10,0.2508734717161105,62,0,19031.5642972418,1,970.318502993815,10616.561112318772,4595.9173178712745,3625.5988148774595,0.3450809885699596,5.166666666666667,0.19249985690263544,0.3125,1
48511.081684676654,74,33,0.5096564508037607,53,2,21913.716393405008,3,4009.0668906129654,1786.0735977490144,4042.590140389721,33.52324977675562,0.45172598986443463,4.416666666666667,0.03681784729844907,0.44594594594594594,0
15000.0,48,15,0.9088654063190036,61,0,31661.247137504928,5,2283.8209091558747,655.9475322335879,968.7146411682643,-1315.1062679876104,2.7236475524689125,5.083333333333333,0.05642765374834903,0.3125,0
49469.722491015666,66,8,0.7851898844228413,70,1,13130.447860999537,4,2941.821766537873,19276.141917335794,4122.476874251305,1180.6551077134322,0.26542392396448544,5.833333333333333,0.3896553476894193,0.12121212121212122,0
51204.604198820525,75,31,0.48740630310080757,273,0,40589.69843163666,7,4410.743142364543,8299.894842495534,4267.05034990171,-143.69279246283259,0.7926962636803591,22.75,0.16209274482951122,0.41333333333333333,0
99264.84224970572,46,14,0.9453716496147778,74,0,36304.54254266115,4,500.0,10472.405272258296,8272.070187475476,7946.193363350874,0.3657341483637806,6.166666666666667,0.10549964151370364,0.30434782608695654,0
46152.78070437755,43,11,0.05723669351680938,221,2,25286.00229670699,8,1581.1946348320018,3670.749090866367,3846.0650586981287,2264.8704238661267,0.5478760306702092,18.416666666666668,0.07953473300728335,0.2558139534883721,0
56030.94684667225,35,32,0.930998619712584,94,0,44864.941516922445,7,2799.510921925775,4651.433917383228,4669.2455705560205,1869.7346486302454,0.8007171758081228,7.833333333333333,0.08301544377095392,0.9142857142857143,0
49305.764605895136,49,13,0.05050739238280655,286,0,23982.149187428924,9,5214.377662274246,859.5823772057868,4108.813717157928,-1105.5639451163179,0.4863964564614327,23.833333333333332,0.017433709507934752,0.2653061224489796,0
26626.43924760936,39,7,0.5473047441146843,262,1,20865.312197369392,1,5206.469563671888,19448.280493488506,2218.86993730078,-2987.599626371108,0.7836313373836786,21.833333333333332,0.7304123661685127,0.1794871794871795,0
72856.45629030041,55,7,0.8904409480010858,165,1,54971.541499882485,5,4915.952156997668,8975.657685760863,6071.371357525034,1155.4192005273662,0.7545184640993993,13.75,0.12319646250699978,0.12727272727272726,0
65038.66065373548,34,26,0.2627209435613028,239,1,29436.04063434832,4,500.0,873.325156545212,5419.88838781129,5709.9701004304925,0.4525929706803959,19.916666666666668,0.013427785070710137,0.7647058823529411,1
65820.63894086094,40,11,0.4722484989451585,136,0,10215.22925810997,6,1425.3462460841986,16323.463162626173,5485.053245071745,4059.7069989875463,0.15519796559994248,11.333333333333334,0.24799915991840507,0.275,0
31812.25090410522,41,0,0.3243288791369666,54,0,12245.960797047896,1,1487.0473044714176,5871.94505393727,2651.0209086754353,1163.9736042040176,0.3849448073939217,4.5,0.18458125052633492,0.0,1
78055.88621872198,67,39,0.9521439170763514,152,0,25284.372109791275,6,2917.1471321674853,14486.011351839943,6504.657184893498,3587.510052726013,0.3239265266804021,12.666666666666666,0.185585124371638,0.582089552238806,0
21962.97874415438,25,10,0.8236455947530908,7,1,1000.0,1,500.0,127.00168904710023,1830.2482286795318,1609.788027392811,-0.4994756979790473,0.5833333333333334,0.005782534806709801,0.4,0
61737.14187600541,58,38,0.7090015113263796,150,0,15505.158021773676,1,4646.844805099989,291.6076934843384,5144.761823000451,497.91701790046227,0.2511479726890284,12.5,0.004723375339759191,0.6551724137931034,0
93809.11251619957,23,30,0.5876269866151087,66,0,23494.09017299678,8,500.0,1872.733472353373,7817.426043016631,7809.007405428393,0.2504457140977607,5.5,0.019963236215777832,1.3043478260869565,0
30189.27349738623,22,16,0.8205917893241481,278,1,22492.037195234258,2,4548.788914580914,2368.832047178075,2515.772791448853,-2033.0161231320612,0.7450340663938668,23.166666666666668,0.07846601699054358,0.7272727272727273,0
38674.04540794456,61,32,0.3922670415235471,54,1,6138.351283850334,6,4306.258201983024,14437.350608181503,3222.8371173287137,-1083.4210846543106,0.15872017574322264,4.5,0.3733085188242482,0.5245901639344263,0
51993.02730175282,74,31,0.4475518551060619,136,1,18272.263128402024,6,1358.4224979416597,12265.394055376288,4332.752275146068,2974.329777204409,0.3514367998300037,11.333333333333334,0.2359045951333322,0.4189189189189189,0
39930.48691767602,46,28,0.7300017210808615,48,0,42697.05845748079,6,4892.931867620539,9573.422296288572,3327.5405764730017,-1565.3912911475377,1.0692846933098652,4.0,0.23975220527678334,0.6086956521739131,0
18986.731378677345,45,20,0.35775476329371425,62,0,39597.23245514331,8,2500.1840180776167,21615.96915650983,1582.2276148897788,-917.9564031878379,2.0855212867029955,5.166666666666667,1.1384776413272057,0.4444444444444444,0
51371.25949612055,28,20,0.06390094204837382,55,1,26434.245920935362,4,2110.9515135445636,2838.876585623559,4280.938291343379,2169.9867777988156,0.5145726653427998,4.583333333333333,0.05526196191156157,0.7142857142857143,1
28753.925725477904,74,39,0.07433460888607146,183,0,23966.350354135135,3,2367.8287353534515,23476.337563121047,2396.1604771231587,28.33174176970715,0.8334983745506216,15.25,0.8164567783632911,0.527027027027027,0
59471.84861270363,18,22,0.11536280130570387,298,0,22575.598773071564,6,2496.476202010269,24020.85802734124,4955.9873843919695,2459.5111823817006,0.3796014299150144,24.833333333333332,0.4039029992790607,1.2222222222222223,1
